prod_id,qty,price,discount,member,txn_id,start_txn_time
5d267b,1,40,15,false,c75ea6,2021-03-03T04:17:19.853Z
f084eb,5,36,15,false,c75ea6,2021-03-03T04:17:19.853Z
b9a74d,4,17,15,false,c75ea6,2021-03-03T04:17:19.853Z
2feb6b,5,29,15,false,c75ea6,2021-03-03T04:17:19.853Z
c4a632,1,13,10,true,84a0f1,2021-03-19T23:33:38.275Z
e31d39,4,10,10,true,84a0f1,2021-03-19T23:33:38.275Z
9ec847,5,54,10,true,84a0f1,2021-03-19T23:33:38.275Z
b9a74d,2,17,10,true,84a0f1,2021-03-19T23:33:38.275Z
2feb6b,1,29,10,true,84a0f1,2021-03-19T23:33:38.275Z
c4a632,4,13,9,false,786c60,2021-01-13T08:41:16.454Z
e83aa3,1,32,9,false,786c60,2021-01-13T08:41:16.454Z
e31d39,4,10,9,false,786c60,2021-01-13T08:41:16.454Z
d5e9a6,4,23,9,false,786c60,2021-01-13T08:41:16.454Z
72f5d4,1,19,9,false,786c60,2021-01-13T08:41:16.454Z
9ec847,2,54,9,false,786c60,2021-01-13T08:41:16.454Z
c8d436,5,10,9,false,786c60,2021-01-13T08:41:16.454Z
2a2353,4,57,9,false,786c60,2021-01-13T08:41:16.454Z
f084eb,1,36,9,false,786c60,2021-01-13T08:41:16.454Z
b9a74d,2,17,9,false,786c60,2021-01-13T08:41:16.454Z
c4a632,1,13,13,true,500bf9,2021-03-08T02:41:15.331Z
d5e9a6,1,23,13,true,500bf9,2021-03-08T02:41:15.331Z
9ec847,4,54,13,true,500bf9,2021-03-08T02:41:15.331Z
b9a74d,4,17,13,true,500bf9,2021-03-08T02:41:15.331Z
e83aa3,4,32,24,true,034601,2021-01-12T17:35:37.334Z
e31d39,4,10,24,true,034601,2021-01-12T17:35:37.334Z
9ec847,5,54,24,true,034601,2021-01-12T17:35:37.334Z
f084eb,3,36,24,true,034601,2021-01-12T17:35:37.334Z
b9a74d,3,17,24,true,034601,2021-01-12T17:35:37.334Z
e83aa3,4,32,1,true,a88a5e,2021-02-15T04:56:13.258Z
5d267b,4,40,1,true,a88a5e,2021-02-15T04:56:13.258Z
d5e9a6,3,23,19,false,9a9653,2021-02-08T09:12:50.083Z
c8d436,1,10,19,false,9a9653,2021-02-08T09:12:50.083Z
f084eb,2,36,19,false,9a9653,2021-02-08T09:12:50.083Z
b9a74d,2,17,19,false,9a9653,2021-02-08T09:12:50.083Z
2feb6b,2,29,19,false,9a9653,2021-02-08T09:12:50.083Z
c4a632,5,13,14,false,1edc69,2021-03-28T15:32:43.786Z
e83aa3,5,32,14,false,1edc69,2021-03-28T15:32:43.786Z
72f5d4,3,19,14,false,1edc69,2021-03-28T15:32:43.786Z
9ec847,5,54,14,false,1edc69,2021-03-28T15:32:43.786Z
c8d436,3,10,14,false,1edc69,2021-03-28T15:32:43.786Z
b9a74d,4,17,14,false,1edc69,2021-03-28T15:32:43.786Z
e83aa3,1,32,18,false,638a7d,2021-03-15T02:24:18.058Z
e31d39,2,10,18,false,638a7d,2021-03-15T02:24:18.058Z
d5e9a6,4,23,18,false,638a7d,2021-03-15T02:24:18.058Z
72f5d4,3,19,18,false,638a7d,2021-03-15T02:24:18.058Z
9ec847,3,54,18,false,638a7d,2021-03-15T02:24:18.058Z
5d267b,2,40,18,false,638a7d,2021-03-15T02:24:18.058Z
c8d436,2,10,18,false,638a7d,2021-03-15T02:24:18.058Z
2a2353,3,57,18,false,638a7d,2021-03-15T02:24:18.058Z
b9a74d,3,17,18,false,638a7d,2021-03-15T02:24:18.058Z
c4a632,5,13,1,false,4bdb49,2021-03-03T04:33:15.264Z
9ec847,2,54,1,false,4bdb49,2021-03-03T04:33:15.264Z
5d267b,2,40,1,false,4bdb49,2021-03-03T04:33:15.264Z
c8d436,1,10,1,false,4bdb49,2021-03-03T04:33:15.264Z
f084eb,5,36,1,false,4bdb49,2021-03-03T04:33:15.264Z
b9a74d,3,17,1,false,4bdb49,2021-03-03T04:33:15.264Z
2feb6b,2,29,1,false,4bdb49,2021-03-03T04:33:15.264Z
c4a632,2,13,13,true,8f4908,2021-03-24T21:30:36.259Z
e83aa3,4,32,13,true,8f4908,2021-03-24T21:30:36.259Z
d5e9a6,2,23,13,true,8f4908,2021-03-24T21:30:36.259Z
72f5d4,3,19,13,true,8f4908,2021-03-24T21:30:36.259Z
5d267b,4,40,13,true,8f4908,2021-03-24T21:30:36.259Z
f084eb,1,36,13,true,8f4908,2021-03-24T21:30:36.259Z
b9a74d,5,17,13,true,8f4908,2021-03-24T21:30:36.259Z
e31d39,2,10,20,true,3132fb,2021-02-11T01:59:35.261Z
d5e9a6,1,23,20,true,3132fb,2021-02-11T01:59:35.261Z
5d267b,4,40,20,true,3132fb,2021-02-11T01:59:35.261Z
2a2353,4,57,20,true,3132fb,2021-02-11T01:59:35.261Z
b9a74d,1,17,20,true,3132fb,2021-02-11T01:59:35.261Z
2feb6b,5,29,20,true,3132fb,2021-02-11T01:59:35.261Z
c4a632,5,13,12,true,2cf0ed,2021-01-24T00:59:46.291Z
e31d39,5,10,12,true,2cf0ed,2021-01-24T00:59:46.291Z
d5e9a6,4,23,12,true,2cf0ed,2021-01-24T00:59:46.291Z
2a2353,4,57,12,true,2cf0ed,2021-01-24T00:59:46.291Z
f084eb,2,36,12,true,2cf0ed,2021-01-24T00:59:46.291Z
2feb6b,5,29,12,true,2cf0ed,2021-01-24T00:59:46.291Z
e31d39,5,10,16,true,9e0037,2021-01-09T17:25:31.238Z
d5e9a6,1,23,16,true,9e0037,2021-01-09T17:25:31.238Z
72f5d4,1,19,16,true,9e0037,2021-01-09T17:25:31.238Z
f084eb,3,36,16,true,9e0037,2021-01-09T17:25:31.238Z
d5e9a6,5,23,7,true,d1a249,2021-02-07T21:22:19.718Z
72f5d4,4,19,7,true,d1a249,2021-02-07T21:22:19.718Z
9ec847,5,54,7,true,d1a249,2021-02-07T21:22:19.718Z
2a2353,3,57,7,true,d1a249,2021-02-07T21:22:19.718Z
2feb6b,3,29,7,true,d1a249,2021-02-07T21:22:19.718Z
c4a632,2,13,22,true,f77cc2,2021-02-08T12:29:27.917Z
e83aa3,5,32,22,true,f77cc2,2021-02-08T12:29:27.917Z
d5e9a6,3,23,22,true,f77cc2,2021-02-08T12:29:27.917Z
9ec847,3,54,22,true,f77cc2,2021-02-08T12:29:27.917Z
5d267b,3,40,22,true,f77cc2,2021-02-08T12:29:27.917Z
c8d436,5,10,22,true,f77cc2,2021-02-08T12:29:27.917Z
2a2353,5,57,22,true,f77cc2,2021-02-08T12:29:27.917Z
c4a632,2,13,9,true,1928b1,2021-03-25T08:47:13.286Z
e31d39,1,10,9,true,1928b1,2021-03-25T08:47:13.286Z
d5e9a6,1,23,9,true,1928b1,2021-03-25T08:47:13.286Z
9ec847,1,54,9,true,1928b1,2021-03-25T08:47:13.286Z
5d267b,3,40,9,true,1928b1,2021-03-25T08:47:13.286Z
2a2353,4,57,9,true,1928b1,2021-03-25T08:47:13.286Z
b9a74d,1,17,9,true,1928b1,2021-03-25T08:47:13.286Z
2feb6b,5,29,9,true,1928b1,2021-03-25T08:47:13.286Z
e83aa3,1,32,5,true,c228e3,2021-02-03T00:35:29.933Z
d5e9a6,3,23,5,true,c228e3,2021-02-03T00:35:29.933Z
72f5d4,3,19,5,true,c228e3,2021-02-03T00:35:29.933Z
2a2353,4,57,5,true,c228e3,2021-02-03T00:35:29.933Z
e31d39,2,10,23,true,870d3b,2021-01-20T14:29:24.691Z
9ec847,1,54,23,true,870d3b,2021-01-20T14:29:24.691Z
c8d436,4,10,23,true,870d3b,2021-01-20T14:29:24.691Z
2a2353,3,57,23,true,870d3b,2021-01-20T14:29:24.691Z
c4a632,3,13,22,true,46f796,2021-03-13T02:30:37.181Z
2a2353,2,57,22,true,46f796,2021-03-13T02:30:37.181Z
b9a74d,4,17,22,true,46f796,2021-03-13T02:30:37.181Z
d5e9a6,5,23,15,true,24986f,2021-01-09T03:30:35.222Z
72f5d4,3,19,15,true,24986f,2021-01-09T03:30:35.222Z
5d267b,3,40,15,true,24986f,2021-01-09T03:30:35.222Z
2a2353,4,57,15,true,24986f,2021-01-09T03:30:35.222Z
f084eb,1,36,15,true,24986f,2021-01-09T03:30:35.222Z
b9a74d,3,17,15,true,24986f,2021-01-09T03:30:35.222Z
e83aa3,4,32,2,true,90e5ad,2021-02-28T23:10:03.734Z
e31d39,4,10,2,true,90e5ad,2021-02-28T23:10:03.734Z
9ec847,3,54,2,true,90e5ad,2021-02-28T23:10:03.734Z
2a2353,2,57,2,true,90e5ad,2021-02-28T23:10:03.734Z
b9a74d,1,17,2,true,90e5ad,2021-02-28T23:10:03.734Z
c4a632,3,13,10,true,31f568,2021-01-13T17:48:42.970Z
e31d39,2,10,10,true,31f568,2021-01-13T17:48:42.970Z
72f5d4,4,19,10,true,31f568,2021-01-13T17:48:42.970Z
2feb6b,4,29,10,true,31f568,2021-01-13T17:48:42.970Z
e83aa3,1,32,15,true,fb6b00,2021-02-23T17:17:16.685Z
e31d39,4,10,15,true,fb6b00,2021-02-23T17:17:16.685Z
72f5d4,3,19,15,true,fb6b00,2021-02-23T17:17:16.685Z
9ec847,1,54,15,true,fb6b00,2021-02-23T17:17:16.685Z
5d267b,5,40,15,true,fb6b00,2021-02-23T17:17:16.685Z
2a2353,5,57,15,true,fb6b00,2021-02-23T17:17:16.685Z
f084eb,4,36,15,true,fb6b00,2021-02-23T17:17:16.685Z
2feb6b,5,29,15,true,fb6b00,2021-02-23T17:17:16.685Z
c4a632,2,13,18,true,cf21fe,2021-02-18T08:32:03.408Z
5d267b,4,40,18,true,cf21fe,2021-02-18T08:32:03.408Z
c8d436,4,10,18,true,cf21fe,2021-02-18T08:32:03.408Z
2feb6b,2,29,18,true,cf21fe,2021-02-18T08:32:03.408Z
e31d39,1,10,6,true,a4586a,2021-01-29T18:42:09.619Z
d5e9a6,3,23,6,true,a4586a,2021-01-29T18:42:09.619Z
c8d436,2,10,6,true,a4586a,2021-01-29T18:42:09.619Z
2a2353,5,57,6,true,a4586a,2021-01-29T18:42:09.619Z
f084eb,3,36,6,true,a4586a,2021-01-29T18:42:09.619Z
b9a74d,1,17,6,true,a4586a,2021-01-29T18:42:09.619Z
2feb6b,2,29,6,true,a4586a,2021-01-29T18:42:09.619Z
c4a632,4,13,16,false,dfec5f,2021-01-18T07:30:42.077Z
e83aa3,4,32,16,false,dfec5f,2021-01-18T07:30:42.077Z
e31d39,4,10,16,false,dfec5f,2021-01-18T07:30:42.077Z
72f5d4,4,19,16,false,dfec5f,2021-01-18T07:30:42.077Z
9ec847,3,54,16,false,dfec5f,2021-01-18T07:30:42.077Z
5d267b,1,40,16,false,dfec5f,2021-01-18T07:30:42.077Z
c8d436,2,10,16,false,dfec5f,2021-01-18T07:30:42.077Z
2a2353,4,57,16,false,dfec5f,2021-01-18T07:30:42.077Z
f084eb,5,36,16,false,dfec5f,2021-01-18T07:30:42.077Z
b9a74d,1,17,16,false,dfec5f,2021-01-18T07:30:42.077Z
c4a632,1,13,18,true,7c7e2d,2021-02-01T22:00:00.720Z
e83aa3,1,32,18,true,7c7e2d,2021-02-01T22:00:00.720Z
e31d39,5,10,18,true,7c7e2d,2021-02-01T22:00:00.720Z
72f5d4,5,19,18,true,7c7e2d,2021-02-01T22:00:00.720Z
9ec847,1,54,18,true,7c7e2d,2021-02-01T22:00:00.720Z
c8d436,1,10,18,true,7c7e2d,2021-02-01T22:00:00.720Z
2a2353,5,57,18,true,7c7e2d,2021-02-01T22:00:00.720Z
f084eb,2,36,18,true,7c7e2d,2021-02-01T22:00:00.720Z
b9a74d,5,17,18,true,7c7e2d,2021-02-01T22:00:00.720Z
e83aa3,3,32,0,true,b7106e,2021-01-22T11:50:11.962Z
9ec847,2,54,0,true,b7106e,2021-01-22T11:50:11.962Z
c8d436,1,10,0,true,b7106e,2021-01-22T11:50:11.962Z
2a2353,3,57,0,true,b7106e,2021-01-22T11:50:11.962Z
b9a74d,4,17,0,true,b7106e,2021-01-22T11:50:11.962Z
9ec847,3,54,6,true,9ae921,2021-03-22T03:08:08.938Z
5d267b,2,40,6,true,9ae921,2021-03-22T03:08:08.938Z
2a2353,2,57,6,true,9ae921,2021-03-22T03:08:08.938Z
f084eb,2,36,6,true,9ae921,2021-03-22T03:08:08.938Z
b9a74d,4,17,6,true,9ae921,2021-03-22T03:08:08.938Z
e83aa3,4,32,1,true,023ace,2021-02-15T01:51:16.214Z
d5e9a6,5,23,1,true,023ace,2021-02-15T01:51:16.214Z
9ec847,2,54,1,true,023ace,2021-02-15T01:51:16.214Z
c8d436,3,10,1,true,023ace,2021-02-15T01:51:16.214Z
b9a74d,2,17,1,true,023ace,2021-02-15T01:51:16.214Z
d5e9a6,4,23,22,true,d7b455,2021-01-29T13:20:29.674Z
72f5d4,4,19,22,true,d7b455,2021-01-29T13:20:29.674Z
5d267b,5,40,22,true,d7b455,2021-01-29T13:20:29.674Z
2a2353,3,57,22,true,d7b455,2021-01-29T13:20:29.674Z
f084eb,5,36,22,true,d7b455,2021-01-29T13:20:29.674Z
c4a632,2,13,4,false,f16705,2021-02-24T01:06:25.718Z
e31d39,4,10,4,false,f16705,2021-02-24T01:06:25.718Z
d5e9a6,1,23,4,false,f16705,2021-02-24T01:06:25.718Z
72f5d4,3,19,4,false,f16705,2021-02-24T01:06:25.718Z
9ec847,2,54,4,false,f16705,2021-02-24T01:06:25.718Z
b9a74d,3,17,4,false,f16705,2021-02-24T01:06:25.718Z
2feb6b,1,29,4,false,f16705,2021-02-24T01:06:25.718Z
e83aa3,5,32,18,false,8d2c78,2021-03-02T01:26:50.611Z
e31d39,1,10,18,false,8d2c78,2021-03-02T01:26:50.611Z
72f5d4,2,19,18,false,8d2c78,2021-03-02T01:26:50.611Z
f084eb,1,36,18,false,8d2c78,2021-03-02T01:26:50.611Z
d5e9a6,3,23,16,true,28d244,2021-02-20T06:45:03.715Z
9ec847,2,54,16,true,28d244,2021-02-20T06:45:03.715Z
5d267b,1,40,16,true,28d244,2021-02-20T06:45:03.715Z
c8d436,4,10,16,true,28d244,2021-02-20T06:45:03.715Z
2a2353,4,57,16,true,28d244,2021-02-20T06:45:03.715Z
f084eb,3,36,16,true,28d244,2021-02-20T06:45:03.715Z
c4a632,4,13,22,false,d499f9,2021-02-13T19:04:20.870Z
d5e9a6,4,23,22,false,d499f9,2021-02-13T19:04:20.870Z
9ec847,3,54,22,false,d499f9,2021-02-13T19:04:20.870Z
5d267b,1,40,22,false,d499f9,2021-02-13T19:04:20.870Z
c8d436,1,10,22,false,d499f9,2021-02-13T19:04:20.870Z
2a2353,4,57,22,false,d499f9,2021-02-13T19:04:20.870Z
f084eb,5,36,22,false,d499f9,2021-02-13T19:04:20.870Z
b9a74d,2,17,22,false,d499f9,2021-02-13T19:04:20.870Z
c4a632,2,13,22,true,3fcd70,2021-02-15T07:06:06.278Z
72f5d4,4,19,22,true,3fcd70,2021-02-15T07:06:06.278Z
9ec847,5,54,22,true,3fcd70,2021-02-15T07:06:06.278Z
f084eb,4,36,22,true,3fcd70,2021-02-15T07:06:06.278Z
b9a74d,1,17,22,true,3fcd70,2021-02-15T07:06:06.278Z
2feb6b,2,29,22,true,3fcd70,2021-02-15T07:06:06.278Z
e31d39,4,10,23,true,4f6a83,2021-02-07T16:17:00.672Z
d5e9a6,2,23,23,true,4f6a83,2021-02-07T16:17:00.672Z
9ec847,5,54,23,true,4f6a83,2021-02-07T16:17:00.672Z
c8d436,1,10,23,true,4f6a83,2021-02-07T16:17:00.672Z
2feb6b,5,29,23,true,4f6a83,2021-02-07T16:17:00.672Z
c4a632,1,13,19,false,572c3a,2021-01-09T23:57:29.923Z
e83aa3,3,32,19,false,572c3a,2021-01-09T23:57:29.923Z
e31d39,4,10,19,false,572c3a,2021-01-09T23:57:29.923Z
d5e9a6,5,23,19,false,572c3a,2021-01-09T23:57:29.923Z
9ec847,5,54,19,false,572c3a,2021-01-09T23:57:29.923Z
5d267b,3,40,19,false,572c3a,2021-01-09T23:57:29.923Z
c8d436,1,10,19,false,572c3a,2021-01-09T23:57:29.923Z
2a2353,3,57,19,false,572c3a,2021-01-09T23:57:29.923Z
f084eb,1,36,19,false,572c3a,2021-01-09T23:57:29.923Z
2feb6b,1,29,19,false,572c3a,2021-01-09T23:57:29.923Z
c4a632,2,13,12,false,04970c,2021-01-28T10:03:47.347Z
e31d39,2,10,12,false,04970c,2021-01-28T10:03:47.347Z
72f5d4,3,19,12,false,04970c,2021-01-28T10:03:47.347Z
9ec847,4,54,12,false,04970c,2021-01-28T10:03:47.347Z
c8d436,5,10,12,false,04970c,2021-01-28T10:03:47.347Z
c4a632,3,13,16,true,8d1375,2021-03-15T19:41:11.328Z
e83aa3,3,32,16,true,8d1375,2021-03-15T19:41:11.328Z
72f5d4,4,19,16,true,8d1375,2021-03-15T19:41:11.328Z
5d267b,2,40,16,true,8d1375,2021-03-15T19:41:11.328Z
c8d436,2,10,16,true,8d1375,2021-03-15T19:41:11.328Z
2a2353,5,57,16,true,8d1375,2021-03-15T19:41:11.328Z
f084eb,5,36,16,true,8d1375,2021-03-15T19:41:11.328Z
2feb6b,2,29,16,true,8d1375,2021-03-15T19:41:11.328Z
c4a632,4,13,0,false,95ef47,2021-01-20T18:38:24.720Z
e31d39,3,10,0,false,95ef47,2021-01-20T18:38:24.720Z
d5e9a6,5,23,0,false,95ef47,2021-01-20T18:38:24.720Z
72f5d4,1,19,0,false,95ef47,2021-01-20T18:38:24.720Z
9ec847,3,54,0,false,95ef47,2021-01-20T18:38:24.720Z
5d267b,1,40,0,false,95ef47,2021-01-20T18:38:24.720Z
c8d436,3,10,0,false,95ef47,2021-01-20T18:38:24.720Z
2a2353,4,57,0,false,95ef47,2021-01-20T18:38:24.720Z
b9a74d,1,17,0,false,95ef47,2021-01-20T18:38:24.720Z
c4a632,2,13,19,true,9a36b3,2021-01-24T23:26:15.475Z
e83aa3,3,32,19,true,9a36b3,2021-01-24T23:26:15.475Z
e31d39,1,10,19,true,9a36b3,2021-01-24T23:26:15.475Z
72f5d4,1,19,19,true,9a36b3,2021-01-24T23:26:15.475Z
9ec847,3,54,19,true,9a36b3,2021-01-24T23:26:15.475Z
5d267b,5,40,19,true,9a36b3,2021-01-24T23:26:15.475Z
c8d436,4,10,19,true,9a36b3,2021-01-24T23:26:15.475Z
f084eb,1,36,19,true,9a36b3,2021-01-24T23:26:15.475Z
b9a74d,4,17,19,true,9a36b3,2021-01-24T23:26:15.475Z
2feb6b,5,29,19,true,9a36b3,2021-01-24T23:26:15.475Z
72f5d4,2,19,6,true,7db661,2021-01-18T04:02:51.274Z
5d267b,5,40,6,true,7db661,2021-01-18T04:02:51.274Z
c8d436,4,10,6,true,7db661,2021-01-18T04:02:51.274Z
b9a74d,2,17,6,true,7db661,2021-01-18T04:02:51.274Z
c4a632,3,13,17,true,3424ed,2021-01-20T23:52:40.656Z
e83aa3,1,32,17,true,3424ed,2021-01-20T23:52:40.656Z
e31d39,4,10,17,true,3424ed,2021-01-20T23:52:40.656Z
9ec847,3,54,17,true,3424ed,2021-01-20T23:52:40.656Z
5d267b,2,40,17,true,3424ed,2021-01-20T23:52:40.656Z
b9a74d,4,17,17,true,3424ed,2021-01-20T23:52:40.656Z
e83aa3,1,32,13,true,16463d,2021-01-20T07:26:39.379Z
72f5d4,5,19,13,true,16463d,2021-01-20T07:26:39.379Z
9ec847,5,54,13,true,16463d,2021-01-20T07:26:39.379Z
5d267b,1,40,13,true,16463d,2021-01-20T07:26:39.379Z
2a2353,4,57,13,true,16463d,2021-01-20T07:26:39.379Z
b9a74d,3,17,13,true,16463d,2021-01-20T07:26:39.379Z
d5e9a6,1,23,21,true,27be37,2021-01-20T00:46:56.381Z
9ec847,5,54,21,true,27be37,2021-01-20T00:46:56.381Z
c8d436,2,10,21,true,27be37,2021-01-20T00:46:56.381Z
2a2353,2,57,21,true,27be37,2021-01-20T00:46:56.381Z
2feb6b,1,29,21,true,27be37,2021-01-20T00:46:56.381Z
c4a632,3,13,2,true,354cfd,2021-03-21T09:17:41.597Z
e31d39,5,10,2,true,354cfd,2021-03-21T09:17:41.597Z
9ec847,5,54,2,true,354cfd,2021-03-21T09:17:41.597Z
c8d436,5,10,2,true,354cfd,2021-03-21T09:17:41.597Z
2a2353,3,57,2,true,354cfd,2021-03-21T09:17:41.597Z
b9a74d,1,17,2,true,354cfd,2021-03-21T09:17:41.597Z
e83aa3,2,32,21,false,3c2972,2021-02-16T09:44:37.795Z
e31d39,5,10,21,false,3c2972,2021-02-16T09:44:37.795Z
d5e9a6,3,23,21,false,3c2972,2021-02-16T09:44:37.795Z
72f5d4,3,19,21,false,3c2972,2021-02-16T09:44:37.795Z
5d267b,2,40,21,false,3c2972,2021-02-16T09:44:37.795Z
c8d436,2,10,21,false,3c2972,2021-02-16T09:44:37.795Z
2a2353,1,57,21,false,3c2972,2021-02-16T09:44:37.795Z
2feb6b,3,29,21,false,3c2972,2021-02-16T09:44:37.795Z
e31d39,4,10,4,true,916293,2021-03-23T15:32:02.400Z
d5e9a6,3,23,4,true,916293,2021-03-23T15:32:02.400Z
b9a74d,4,17,4,true,916293,2021-03-23T15:32:02.400Z
2feb6b,4,29,4,true,916293,2021-03-23T15:32:02.400Z
e83aa3,2,32,18,true,144b5e,2021-01-28T21:18:24.278Z
e31d39,2,10,18,true,144b5e,2021-01-28T21:18:24.278Z
72f5d4,1,19,18,true,144b5e,2021-01-28T21:18:24.278Z
5d267b,5,40,18,true,144b5e,2021-01-28T21:18:24.278Z
f084eb,1,36,18,true,144b5e,2021-01-28T21:18:24.278Z
c4a632,4,13,0,false,f4dfc4,2021-01-24T00:02:17.808Z
72f5d4,4,19,0,false,f4dfc4,2021-01-24T00:02:17.808Z
5d267b,3,40,0,false,f4dfc4,2021-01-24T00:02:17.808Z
2a2353,3,57,0,false,f4dfc4,2021-01-24T00:02:17.808Z
c4a632,5,13,12,true,f84e54,2021-02-23T17:24:05.962Z
e83aa3,4,32,12,true,f84e54,2021-02-23T17:24:05.962Z
d5e9a6,3,23,12,true,f84e54,2021-02-23T17:24:05.962Z
9ec847,3,54,12,true,f84e54,2021-02-23T17:24:05.962Z
5d267b,5,40,12,true,f84e54,2021-02-23T17:24:05.962Z
f084eb,4,36,12,true,f84e54,2021-02-23T17:24:05.962Z
2feb6b,2,29,12,true,f84e54,2021-02-23T17:24:05.962Z
c4a632,2,13,8,true,76dbcb,2021-03-02T14:48:39.600Z
e83aa3,1,32,8,true,76dbcb,2021-03-02T14:48:39.600Z
e31d39,1,10,8,true,76dbcb,2021-03-02T14:48:39.600Z
72f5d4,3,19,8,true,76dbcb,2021-03-02T14:48:39.600Z
c8d436,1,10,8,true,76dbcb,2021-03-02T14:48:39.600Z
2a2353,4,57,8,true,76dbcb,2021-03-02T14:48:39.600Z
f084eb,5,36,8,true,76dbcb,2021-03-02T14:48:39.600Z
c4a632,5,13,8,false,2178e8,2021-01-05T05:49:36.538Z
e83aa3,1,32,8,false,2178e8,2021-01-05T05:49:36.538Z
